lbiomass,abundance,siteyr,provider,country,region,atoll,lat,lon,depth,sc,mpage,mpasize,tiderange,complexity,complexmethod,sampmethod,samparea,hc,algae,protection,MGMT_type,habitat,herbivore,microinvertivore,macroinvertivore,corallivore,piscivore,detritivore,exscraper,planktivore,spongivore,pisciinvert,grazer,browser,ss_int,ss_slope,site,year,productivity
7.22444017390463,21833.34,F11::2009,Friedlander,Farquhar (SC),Indian,1,-10.1621799,51.0373468,8,NA,10,234,3.5,NA,NA,2,200,0.0432,0.024,Remote,Access restricted,slope,0.266887180601302,0.289167279138214,0.0932419712448384,0,0.119539816547115,0.0457145243464521,0.111094117187197,0.0426573246959429,0.00684131631979269,0.135950587106343,0.0910854280157217,0.0647076353983837,16.0745263582382,1.83090783532537,F11,2009,2.26186532528005
8.15345910453833,27900,F12::2009,Friedlander,Farquhar (SC),Indian,1,-10.250578,51.0547801,7,NA,10,234,3.5,NA,NA,2,200,0.0187,0.9171,Remote,Access restricted,slope,0.286061257881176,0.322857176031948,0.086500374738499,0,0.186003207376142,0.0235199399197095,0.137372697727532,0.0950580440525249,0,0,0.0519155512762325,0.0967730088774116,12.7702497225648,1.60173886465017,F12,2009,1.98533204228005
7.9684095236613,69733.32,F13::2009,Friedlander,Farquhar (SC),Indian,1,-10.2259072,51.037683,8,NA,10,234,3.5,NA,NA,2,200,0.0302,0.8912,Remote,Access restricted,slope,0.128305475328325,0.341083042290542,0.0770146465699394,0,0.149775471826085,0.00248680169267183,0.0411472494374385,0.237162296297216,0.0270256191870403,0.0371466468081808,0.0656453637706526,0.0215128621202337,12.4418352949962,0.416729226176623,F13,2009,2.45955877728005
7.65630405329917,53100.03,F14::2009,Friedlander,Farquhar (SC),Indian,1,-10.1759286,51.0271417,7,NA,10,234,3.5,NA,NA,2,200,0.0349,0.0681,Remote,Access restricted,slope,0.250730938680715,0.274121040512493,0.0873021008979575,0,0.10627722382264,0.0386799192426601,0.115856937898911,0.131737470571233,0.0220189277443375,0.0891323785279641,0.0818248398548699,0.053049160926934,26.8094790076062,2.7253158784169,F14,2009,2.45955877728005
6.94513776516947,25800,F15::2009,Friedlander,Farquhar (SC),Indian,1,-10.2002581,51.0284038,12,NA,10,234,3.5,NA,NA,2,200,0.0192,0.6001,Remote,Access restricted,slope,0.126108175470173,0.348301565123039,0.147226054363565,0,0.121661245867766,0.0328286671343767,0.0163497989221349,0.209031018933404,0,0.0148432731076754,0.0455778599770114,0.0641805165710266,8.30630367285272,0.495993540097985,F15,2009,2.45955877728005
8.84677891318874,18700.01,F16::2009,Friedlander,Farquhar (SC),Indian,1,-10.1894776,51.0209712,7,NA,10,234,3.5,NA,NA,2,200,0.0188,0.7084,Remote,Access restricted,slope,0.330015222086795,0.214749847112317,0.0793011925646163,0.0070012327955358,0.126162327050197,0.0251922023863207,0.128784491016053,0.064512743783335,0.00367942367633457,0.149385808544549,0.170933557043173,0.0302971740275683,16.2095302333292,1.77953017142288,F16,2009,2.45955877728005
8.10801821023099,30199.99,F17::2009,Friedlander,Farquhar (SC),Indian,1,-10.1768214,51.1789459,8,NA,10,234,3.5,NA,NA,2,200,0.1906,0.0615,Remote,Access restricted,slope,0.256676204427567,0.177551028851464,0.0809202398795236,0.0109220926868038,0.119213781500003,0.0468168748839862,0.106856157887216,0.12133381490162,0.0249906358426655,0.161575327026368,0.128752887436426,0.021067159103926,28.7341539698682,3.90331419230084,F17,2009,1.29144423128005
7.76936593516244,23566.68,F18::2009,Friedlander,Farquhar (SC),Indian,1,-10.1565932,51.1875705,7,NA,10,234,3.5,NA,NA,2,200,0.1464,0.0151,Remote,Access restricted,slope,0.244253016152646,0.129133885361989,0.117852094519082,0.0198580469826295,0.185443007811372,0.0493447270613717,0.144073337747415,0.0981161330610033,0.0338551924838219,0.122143896566084,0.0834742565885824,0.0167054218166489,21.2296519332767,2.8401739718828,F18,2009,1.44874781228005
8.61301233258684,23066.63,F19::2009,Friedlander,Farquhar (SC),Indian,1,-10.1320201,51.1301402,17,NA,10,234,3.5,NA,NA,2,200,0.0374,0.0029,Remote,Access restricted,slope,0.18144196334485,0.172136773091592,0.103553994776908,0.0279681103982562,0.200088380588881,0.0608666063093787,0.14762398010416,0.147360431095868,0,0.106583740394267,0.0338179832406902,0,20.0570923769484,1.8692658131964,F19,2009,2.30892672028005
6.78197661329954,38666.65,F20::2009,Friedlander,Farquhar (SC),Indian,1,-10.1471247,51.0692587,13,NA,10,234,3.5,NA,NA,2,200,0.0334,0.3823,Remote,Access restricted,slope,0.109574655388251,0.292809300182144,0.170153987863691,0,0.1993983649676,0.0361611536788314,0.0604886505506776,0.105518754044047,0,0.0863837838754357,0.0490860048375729,0,13.8451150393388,1.86835892122711,F20,2009,2.26186532528005
8.40666155073028,21766.69,F21::2009,Friedlander,Farquhar (SC),Indian,1,-10.145528,51.0896058,13,NA,10,234,3.5,NA,NA,2,200,0.121,0.0067,Remote,Access restricted,slope,0.131145531068122,0.21090874667246,0.094674798409593,0.0296509765825398,0.238684540485046,0.0655220256145444,0.0676584545052631,0.0778765548635132,0.00331803954208411,0.148218786762097,0.0634870765628592,0,24.9999648577828,3.28233489865939,F21,2009,2.30892672028005
5.86618473068122,17900,F22::2009,Friedlander,Farquhar (SC),Indian,1,-10.2126106,51.1608602,13,NA,10,234,3.5,NA,NA,2,200,0.0485,0.6077,Remote,Access restricted,slope,0.141571385580455,0.335113155358131,0.128774763661594,0,0.140102899993874,0,0.0763031210291446,0.167034520202087,0,0.087403275203859,0.0652682645513104,0,8.87132063902995,0.630656519261861,F22,2009,1.78675059028005
6.20824791526951,28766.67,F23::2009,Friedlander,Farquhar (SC),Indian,1,-10.2337896,51.1267482,10,NA,10,234,3.5,NA,NA,2,200,0.035,0.6777,Remote,Access restricted,slope,0.0852159591400011,0.45521622857552,0.100322813018019,0.0131072009997685,0.156743578463981,0.0296743463543497,0.034377142879159,0.0693774545302102,0,0.0903424189181507,0.0459537519276341,0.00488506433320797,13.2911229941027,1.79794636483175,F23,2009,1.78675059028005
7.00855038901703,19300.04,F25::2009,Friedlander,Farquhar (SC),Indian,1,-10.2540954,51.0972794,12,NA,10,234,3.5,NA,NA,2,200,0.0841,0.0261,Remote,Access restricted,slope,0.158418227865015,0.339427362899783,0.0480305911144255,0.00572646028164544,0.238609415728153,0.0426449623112341,0.0345093715118206,0.11809382025964,0,0.0490491595401039,0.0532093214524489,0.0706995349007457,7.75831568597707,1.0333151284349,F25,2009,1.44642093328005
8.69112633026907,26899.98,F30::2009,Friedlander,Farquhar (SC),Indian,1,-10.1242178,51.1442945,10,NA,10,234,3.5,NA,NA,2,200,0.1066,0.0406,Remote,Access restricted,slope,0.160985982545441,0.205399431861875,0.0525356429428113,0.036363166842227,0.191259984188291,0.0778577675548975,0.0999801459402131,0.101317080478307,0.0237336908921763,0.150547252693974,0.0610058366052283,0,30.0054972929131,4.15097023576041,F30,2009,2.30892672028005
8.02293621308979,59250,F4::2009,Friedlander,Farquhar (SC),Indian,1,-10.1375088,51.108837,15,NA,10,234,3.5,NA,NA,2,200,0.1837,0.0567,Remote,Access restricted,slope,0.0852127626048888,0.260623475454507,0.0957271277419179,0.016956059015577,0.138211537478419,0.0279583252475375,0.0543335147156607,0.269072356759257,0,0.106238355697895,0.0308792478892281,0,12.5463082431088,-0.726720780625901,F4,2009,2.30892672028005
6.92916445821964,29333.34,F5::2009,Friedlander,Farquhar (SC),Indian,1,-10.1364937,51.1150165,5,NA,10,234,3.5,NA,NA,2,200,0.0418,0.0148,Remote,Access restricted,slope,0.213409515703577,0.27750237729875,0.107751821636409,0.0179503263020341,0.173910579012988,0,0.152321739183991,0.189700092842388,0,0.0197752872038533,0.039886549896844,0.0212012266227421,14.5298074708547,1.91711172881216,F5,2009,2.30892672028005
7.8350334275124,17699.99,F7::2009,Friedlander,Farquhar (SC),Indian,1,-10.1212089,51.1917305,7,NA,10,234,3.5,NA,NA,2,200,0.274,0.1004,Remote,Access restricted,slope,0.25088060944033,0.153187197986541,0.134998612861929,0,0.134930874700703,0.0463581979122374,0.116275236405545,0.0792577474317433,0.0263891470136372,0.173997612652879,0.134605373034785,0,12.6707812736044,1.33765544393473,F7,2009,1.44874781228005
7.71437845542692,22633.32,F8::2009,Friedlander,Farquhar (SC),Indian,1,-10.1366372,51.1942955,7,NA,10,234,3.5,NA,NA,2,200,0.0748,0.1566,Remote,Access restricted,slope,0.348447510552299,0.150663296745001,0.143056268941508,0,0.103922164873852,0.0595818443055047,0.259695268526586,0.137236281198505,0.0366687895285915,0.0204238438547386,0.0513809390777044,0.0373713029480085,10.7570986247186,1.13818156155882,F8,2009,1.44874781228005
7.78207752603379,13366.65,F9::2009,Friedlander,Farquhar (SC),Indian,1,-10.1043929,51.1798093,7,NA,10,234,3.5,NA,NA,2,200,0.1362,0.0203,Remote,Access restricted,slope,0.304558134484035,0.15530229035232,0.171346695464908,0.0182898173242347,0.0904631115480615,0.0338686159210643,0.122146977487006,0.0589431675910083,0.0194015566827601,0.147826610631608,0.127218964462875,0.0551921925341542,21.6431698205444,2.83201052966511,F9,2009,1.44874781228005
7.46590438220576,24749.99999967,FFS-012::2006,Ivor,French Frigate (US),Pacific,1,23.63835,-166.18005,10,NA,50,277.9743115,NA,NA,4,2,200,0.656862745,0,Remote,None,slope,0.235284470980269,0.167535972571395,0.119268364701072,0.0659398519151746,0.0470183189884129,0.0648886486864971,0.108015201545725,0.106584268985634,0,0.193480103171546,0.0672918094731129,0.0599774599614311,23.2148378105935,3.37084130755522,FFS-012,2006,-0.369063335719952
7.39119541413497,11749.99999916,FFS-025::2008,Ivor,French Frigate (US),Pacific,1,23.704152,-166.060802,11.33333333,NA,50,277.9743115,NA,NA,4,2,200,0.2,0.532,Remote,None,slope,0.2414171392281,0.241519157466096,0.0357211018949331,0.0141026881521418,0.0628669545018987,0.0942734616436538,0.0634294433522022,0.257001780594056,0,0.0530977165191206,0.0740922775424564,0.103895418333441,15.0546247735993,2.53805404649246,FFS-025,2008,-0.380754900719952
6.8644660747515,21749.9999997,FFS-029::2008,Ivor,French Frigate (US),Pacific,1,23.843557,-166.13673,10,NA,50,277.9743115,NA,NA,4,2,200,0.216,0.284,Remote,None,slope,0.3342788531674,0.262141052764464,0.0314300260741053,0.0492564245704976,0.00012901478434131,0.0713345516786455,0.110486411279152,0.229218912636785,0,0.0222111643237618,0.138518829148097,0.0852736127401509,19.5490664242871,3.58535787052173,FFS-029,2008,-0.383371885719952
6.01601163864239,12783.33333368,FFS-034::2006,Ivor,French Frigate (US),Pacific,1,23.627917,-166.135383,9,NA,50,277.9743115,NA,NA,4,2,200,0.029411765,0,Remote,None,slope,0.35877628995673,0.350547079107037,0.0338942970710063,0.00858533305430587,0,0.0948135131257778,0.142982921930255,0.120055949725188,0,0.0333275379599553,0.073650005445422,0.142143362581053,11.5437965378318,2.10426800265988,FFS-034,2006,-0.207758926719952
5.81354785770645,7416.666667,FFS-034::2008,Ivor,French Frigate (US),Pacific,1,23.627917,-166.135383,11,NA,50,277.9743115,NA,NA,4,2,200,0.036,0.256,Remote,None,slope,0.128378345383814,0.370773486488031,0.0296566517005284,0.00986218539453438,0,0.129764386731922,0,0.312351206601081,0,0.0192137377000895,0.0291266866392919,0.0992516587445223,8.12246274922736,1.41590159001124,FFS-034,2008,-0.207758926719952
7.64588764900306,14350,FFS-110::2007,Ivor,French Frigate (US),Pacific,1,23.869886,-166.334338,27.5,NA,50,277.9743115,NA,NA,4,2,200,0.56,0.008,Remote,None,slope,0.0732778910633482,0.237079182850685,0,0.0157691154401853,0,0.160084295569504,0.0339620210366169,0.376835837857138,0,0.13695367721914,0.0393158700267313,0,12.9226666297168,2.00664977453807,FFS-110,2007,0.195441785280048
4.14312670916892,1050,FFS-112::2007,Ivor,French Frigate (US),Pacific,1,23.738975,-166.061818,23.5,NA,50,277.9743115,NA,NA,4,2,200,0.036842105,0.310526316,Remote,None,slope,0,0.581530744279938,0,0,0.0712589071484132,0.203451146360851,0,0,0,0.143759202210798,0,0,5.0010061447497,0.841654946032184,FFS-112,2007,-0.380754900719952
5.80045263552751,7950,FFS-313::2007,Ivor,French Frigate (US),Pacific,1,23.882214,-166.236047,10.5,NA,50,277.9743115,NA,NA,4,2,200,0.256,0.088,Remote,None,slope,0.329089169836145,0.207962248517124,0,0.0619623147327121,0,0.143200177286368,0.0692110564111615,0.165221376720699,0.00397153338390991,0.0885931795230426,0.188018420612796,0.0718596928121877,15.1324799399259,2.90839674598076,FFS-313,2007,-0.204170325719952
6.63477726759685,19300.00000375,FFS-H6::2006,Ivor,French Frigate (US),Pacific,1,23.880124,-166.273131,8,NA,50,277.9743115,NA,NA,4,2,200,0.235294118,0.049019608,Remote,None,slope,0.389975258625509,0.171850206627081,0.10216318047467,0.00843283467094104,0,0.0874031076716711,0.138859634867631,0.170695090788317,0,0.069480321141811,0.0712816669045681,0.17983395685331,17.9521004277451,3.1670847474579,FFS-H6,2006,0.144803110280048
6.45575042427271,10675,FFS-H6::2007,Ivor,French Frigate (US),Pacific,1,23.880124,-166.273131,10.5,NA,50,277.9743115,NA,NA,4,2,200,0.228,0.08,Remote,None,slope,0.44077149576315,0.14779699558407,0.0568835837596954,0.0345126077273075,0,0.101711022414705,0.18107428376847,0.11819889061749,0,0.100125404133582,0.178378465462067,0.0813187465326136,31.6412135208895,5.62451000041269,FFS-H6,2007,0.144803110280048
4.71810191611703,12966.66666636,FFS-H6::2008,Ivor,French Frigate (US),Pacific,1,23.880124,-166.273131,8,NA,50,277.9743115,NA,NA,4,2,200,0.364,0.224,Remote,None,slope,0.247481894725754,0.256602563802627,0.0284281909861794,0.0246459994388103,0,0.132992157694365,0.0862920276858645,0.309849193352264,0,0,0.16118986703989,0,5.15850540763643,1.12822053170167,FFS-H6,2008,0.144803110280048
5.90576359150563,9050,FFS-P1::2007,Ivor,French Frigate (US),Pacific,1,23.819721,-166.324827,15.5,NA,50,277.9743115,NA,NA,4,2,200,0.644,0.04,Remote,None,slope,0.197381718797532,0.261541530634767,0.0102660360609572,0.134190086611479,0,0.0772997866582917,0.0615555949962935,0.135745325227811,0,0.183575516009163,0.130662792278618,0.00516333152262075,12.0227602728302,1.57202890057774,FFS-P1,2007,0.551035237280048
6.60967988074603,12883.33333359,FFS-R46::2006,Ivor,French Frigate (US),Pacific,1,23.769283,-166.261733,6,NA,50,277.9743115,NA,NA,4,2,200,0.382352941,0.019607843,Remote,None,slope,0.584495884506156,0.0801387231317839,0.0608126991760471,0.0252249565978465,0,0.0805639423489206,0.126445670490258,0.112723229274738,0.00259427986017985,0.0534462851043284,0.259451090409142,0.198599123606755,8.86663475803303,0.581449289951936,FFS-R46,2006,0.551035237280048
6.71250172608378,11433.33333312,FFS-R46::2008,Ivor,French Frigate (US),Pacific,1,23.769283,-166.261733,7,NA,50,277.9743115,NA,NA,4,2,200,0.42,0.104,Remote,None,slope,0.568265772680488,0.100487652524644,0.0317844626647567,0.0425826632239668,0,0.0954082019088256,0.196701581607422,0.153108926266861,0.00836232073045777,0,0.258687758110404,0.112876432962661,15.397215882203,2.66757026480137,FFS-R46,2008,0.551035237280048
7.30710260642045,5830,Great Chagos Bank Eagle 1::2010,NickG,Great Chagos Bank (UK),Indian,1,-6.175166667,71.33231667,9,1.75,50,2000,1.94,1.75,1,2,250,0.29,0,Remote,None,slope,0.374470937040127,0.167853407401383,0.0425210662686374,0.0318692456343735,0.162902335020462,0.0677968329912985,0.245498628549366,0.0823650473258487,0.0088339734794901,0.0613871548383808,0.12897230849076,0,11.8317224283923,-0.484783683906454,Great Chagos Bank Eagle 1,2010,2.05100165728005
7.81108846173967,7935,Great Chagos Bank Eagle 2::2010,NickG,Great Chagos Bank (UK),Indian,1,-6.182683333,71.32636667,9,2.5,50,2000,1.94,2.5,1,2,250,0.1325,0,Remote,None,slope,0.366579680872135,0.102425022228212,0.0967918902371984,0.0357195147123501,0.0889872924626124,0.05503186316688,0.216438201112491,0.119394254060407,0,0.135070482260205,0.100856232624541,0.0492852471351033,34.3319268717663,7.05330309442035,Great Chagos Bank Eagle 2,2010,2.05100165728005
8.67806506007393,8750,Great Chagos Bank Eagle 3::2010,NickG,Great Chagos Bank (UK),Indian,1,-6.201766667,71.31345,9,3.125,50,2000,1.94,3.125,1,2,250,0.24,0.0075,Remote,None,slope,0.377351995636459,0.0827413307943633,0.073409211733461,0.034535728723369,0.15049838166667,0.0633945247508033,0.219480869945294,0.0850172908393786,0.0251957859142339,0.107855749941262,0.14316082155248,0.0147103041386852,14.86405626451,1.55158645521196,Great Chagos Bank Eagle 3,2010,2.05100165728005
7.7003457831346,7205,Great Chagos Bank Middle Brother 3::2010,NickG,Great Chagos Bank (UK),Indian,1,-6.167619444,71.52963056,9,2.875,50,2000,1.94,2.875,1,2,250,0.5125,0,Remote,None,slope,0.14156153994962,0.193930087770082,0.101396285207719,0.0677386449918526,0.202910683764455,0.0491740807524154,0.09114782055087,0.149297462676616,0.0327918341180893,0.0611993807691494,0.0504137193987504,0,12.9341464365091,0.27863389402287,Great Chagos Bank Middle Brother 3,2010,2.49710230828005
9.05913544274764,11465,Great Chagos Bank South Brother 1::2010,NickG,Great Chagos Bank (UK),Indian,1,-6.178616667,71.54865,9,2.5,50,2000,1.94,2.5,1,2,250,0.305,0,Remote,None,slope,0.279232697144413,0.149973857972455,0.0330374448311299,0.0313054042143899,0.111126239461089,0.0553014535887202,0.162010250329008,0.198351615805629,0.0367506053021991,0.104920681679974,0.0477625966566165,0.0694598501587886,24.6337619181287,3.6463095852592,Great Chagos Bank South Brother 1,2010,2.49710230828005
